keyword,file,line_start,line_end,snippet
verification,FINAL_SUMMARY.md,77,77,│  ├── Citations: Evidence-based sources with verification         │
hallucination,FINAL_SUMMARY.md,78,78,"│  ├── Audit Trails: Hallucination detection, citation provenance  │"
Grok,FINAL_SUMMARY.md,82,82,│  ├── Grok API (xAI): LLM for AI features                        │
ENAMED,FINAL_SUMMARY.md,97,97,| **Simulados** | ✅ | 100-question ENAMED exams with TRI scoring |
SM-2,FINAL_SUMMARY.md,98,98,| **Flashcards** | ✅ | SM-2 spaced repetition with custom decks |
DDL,FINAL_SUMMARY.md,102,102,| **Learning Gaps (DDL)** | ✅ | AI detection + focused learning |
Grok,FINAL_SUMMARY.md,107,107,| **Question Generation** | Grok-4-1-fast | $0.06 | ✅ Working |
Grok,FINAL_SUMMARY.md,108,108,| **Question Explanation** | Grok-4-1-fast | $0.02 | ✅ Working |
Grok,FINAL_SUMMARY.md,109,109,| **Case Study Generation** | Grok-4-1-fast | $0.08 | ✅ Working |
Grok,FINAL_SUMMARY.md,110,110,| **Text Summarization** | Grok-4-1-fast | $0.02 | ✅ Working |
Grok,FINAL_SUMMARY.md,111,111,| **Theory Topic Generation** | Grok-4-1-fast | $0.08 | ✅ Ready |
guideline,FINAL_SUMMARY.md,118,118,"| **Research Service** | Multi-source (Darwin-MFC, web, guidelines) | ✅ Complete |"
hallucination,FINAL_SUMMARY.md,123,123,| **Hallucination Detection** | Citation verification + claim checking | ✅ Complete |
verification,FINAL_SUMMARY.md,123,123,| **Hallucination Detection** | Citation verification + claim checking | ✅ Complete |
verification,FINAL_SUMMARY.md,124,124,| **Audit Trails** | Citation verification + provenance tracking | ✅ Complete |
Grok,FINAL_SUMMARY.md,144,144,AI Generation: 5-10s (Grok API)
Grok,FINAL_SUMMARY.md,153,153,- Generation: $0.06 (Grok-4-1-fast)
hallucination,FINAL_SUMMARY.md,189,189,- ✅ Hallucination detection (50+ checks)
verification,FINAL_SUMMARY.md,190,190,- ✅ Citation verification (accessibility + recency)
safety,FINAL_SUMMARY.md,194,194,### Medical Safety
verification,FINAL_SUMMARY.md,196,196,- ✅ Dosage verification
Grok,FINAL_SUMMARY.md,273,273,- ✅ Grok API: Connected and working
hallucination,FINAL_SUMMARY.md,341,341,3. **Quality-Focused**: 5-stage validation + hallucination detection
SM-2,FINAL_SUMMARY.md,352,352,- Smart flashcard scheduling (SM-2)
ENAMED,FINAL_SUMMARY.md,372,372,"**Darwin Education is a complete, production-ready platform for ENAMED exam preparation with:**"
Grok,FINAL_SUMMARY.md,374,374,✅ AI-powered features (Grok-4-fast)
guideline,GLOBAL_UX_PATTERNS.md,380,380,"For design system guidelines, see:"
FSRS,IMPLEMENTATION_COMPLETE.md,1,1,# ✅ Implementação Completa: FSRS-6 & CAT
FSRS,IMPLEMENTATION_COMPLETE.md,10,10,### 1. **Algoritmo FSRS-6** (Free Spaced Repetition Scheduler)
FSRS,IMPLEMENTATION_COMPLETE.md,15,15,- [x] 21 parâmetros otimizáveis (DEFAULT_FSRS_WEIGHTS)
FSRS,IMPLEMENTATION_COMPLETE.md,19,19,- [x] Migração SM-2 → FSRS (`migrateSM2toFSRS`)
SM-2,IMPLEMENTATION_COMPLETE.md,19,19,- [x] Migração SM-2 → FSRS (`migrateSM2toFSRS`)
FSRS,IMPLEMENTATION_COMPLETE.md,20,20,- [x] Statistics (`calculateFSRSStats`)
SM-2,IMPLEMENTATION_COMPLETE.md,24,24,"**Benchmark Evidence**: 99.6% superiority over SM-2 (Expertium, 2024)"
ENAMED,IMPLEMENTATION_COMPLETE.md,35,35,- [x] Content balancing para 5 áreas ENAMED
FSRS,IMPLEMENTATION_COMPLETE.md,49,49,#### FSRS Tests
SM-2,IMPLEMENTATION_COMPLETE.md,58,58,- SM-2 migration
FSRS,IMPLEMENTATION_COMPLETE.md,100,100,- Código de exemplo FSRS review flow
FSRS,IMPLEMENTATION_COMPLETE.md,102,102,- Migration SM-2 → FSRS
SM-2,IMPLEMENTATION_COMPLETE.md,102,102,- Migration SM-2 → FSRS
FSRS,IMPLEMENTATION_COMPLETE.md,121,121,"- FSRS tables (`flashcard_review_states`, `user_fsrs_weights`)"
IRT,IMPLEMENTATION_COMPLETE.md,123,123,"- IRT calibration pipeline (`irt_response_log`, `irt_calibration_batches`, `irt_parameter_history`)"
IRT,IMPLEMENTATION_COMPLETE.md,127,127,- Triggers (auto-update IRT params)
FSRS,IMPLEMENTATION_COMPLETE.md,140,140,export * as FSRS from './calculators/fsrs';
FSRS,IMPLEMENTATION_COMPLETE.md,170,170,### FSRS-6 Flashcard Review
FSRS,IMPLEMENTATION_COMPLETE.md,173,173,import { FSRS } from '@darwin-education/shared';
FSRS,IMPLEMENTATION_COMPLETE.md,176,176,const card = FSRS.createFSRSCard();
FSRS,IMPLEMENTATION_COMPLETE.md,179,179,"const { card: updatedCard, log } = FSRS.scheduleCard(card, 3, new Date());"
FSRS,IMPLEMENTATION_COMPLETE.md,182,182,const dueCards = FSRS.getDueCards(allCards);
FSRS,IMPLEMENTATION_COMPLETE.md,185,185,const stats = FSRS.calculateFSRSStats(allCards);
FSRS,IMPLEMENTATION_COMPLETE.md,217,217,### SM-2 → FSRS Migration
SM-2,IMPLEMENTATION_COMPLETE.md,217,217,### SM-2 → FSRS Migration
FSRS,IMPLEMENTATION_COMPLETE.md,220,220,import { FSRS } from '@darwin-education/shared';
FSRS,IMPLEMENTATION_COMPLETE.md,223,223,const fsrsCard = FSRS.migrateSM2toFSRS(sm2State);
FSRS,IMPLEMENTATION_COMPLETE.md,252,252,### FSRS vs SM-2
SM-2,IMPLEMENTATION_COMPLETE.md,252,252,### FSRS vs SM-2
ENAMED,IMPLEMENTATION_COMPLETE.md,261,261,- **Content Validity**: Cobertura balanceada das 5 áreas ENAMED
FSRS,IMPLEMENTATION_COMPLETE.md,267,267,### Fase 1: Deploy FSRS (P0 - Alta Prioridade)
FSRS,IMPLEMENTATION_COMPLETE.md,269,269,2. [ ] Criar UI toggle SM-2 vs FSRS nas configurações
SM-2,IMPLEMENTATION_COMPLETE.md,269,269,2. [ ] Criar UI toggle SM-2 vs FSRS nas configurações
FSRS,IMPLEMENTATION_COMPLETE.md,271,271,"4. [ ] Setup A/B testing (50% SM-2, 50% FSRS)"
SM-2,IMPLEMENTATION_COMPLETE.md,271,271,"4. [ ] Setup A/B testing (50% SM-2, 50% FSRS)"
IRT,IMPLEMENTATION_COMPLETE.md,283,283,### Fase 3: IRT Calibration (P2 - Média Prioridade)
IRT,IMPLEMENTATION_COMPLETE.md,305,305,### IRT & CAT
FSRS,IMPLEMENTATION_COMPLETE.md,309,309,### FSRS
FSRS,IMPLEMENTATION_COMPLETE.md,311,311,- [LECTOR](https://arxiv.org/html/2508.03275v1) - LLM + FSRS
FSRS,IMPLEMENTATION_COMPLETE.md,326,326,- **FSRS-6**: Implementação completa com 21 parâmetros
FSRS,IMPLEMENTATION_COMPLETE.md,328,328,- **Testes**: 85+ test cases (47 FSRS + 38 CAT)
FSRS,IMPLEMENTATION_COMPLETE.md,334,334,"- **Eficiência**: -20-30% reviews (FSRS), -50% test length (CAT)"
verification,IMPLEMENTATION_SUMMARY.md,156,156,### Examples & Verification (3 files)
verification,IMPLEMENTATION_SUMMARY.md,164,164,7. **IMPLEMENTATION_VERIFICATION.md**
safety,IMPLEMENTATION_SUMMARY.md,166,166,- Type safety verification
verification,IMPLEMENTATION_SUMMARY.md,166,166,- Type safety verification
verification,IMPLEMENTATION_SUMMARY.md,295,295,├── IMPLEMENTATION_VERIFICATION.md   [New: Checklist]
verification,IMPLEMENTATION_SUMMARY.md,329,329,## Testing & Verification
verification,IMPLEMENTATION_SUMMARY.md,368,368,- [x] Verification checklist completed
verification,IMPLEMENTATION_SUMMARY.md,405,405,| IMPLEMENTATION_VERIFICATION.md | Checklist | Project Leads |
safety,IMPLEMENTATION_SUMMARY.md,443,443,**Type Safety**: 100% ✓
verification,IMPLEMENTATION_VERIFICATION.md,1,1,# Global UX Patterns Implementation Verification
verification,IMPLEMENTATION_VERIFICATION.md,93,93,- `/IMPLEMENTATION_VERIFICATION.md` - This verification document
guideline,IMPLEMENTATION_VERIFICATION.md,100,100,- [x] Design system guidelines
verification,IMPLEMENTATION_VERIFICATION.md,108,108,## Code Quality Verification
DDL,INTEGRATION.md,1,1,# QGen-DDL Integration Guide
DDL,INTEGRATION.md,5,5,QGen-DDL is now fully integrated into Darwin-education. It provides:
DDL,INTEGRATION.md,6,6,- **Adaptive question generation** based on DDL (Differential Diagnosis of Learning) classifications
verification,INTEGRATION.md,8,8,- **Medical accuracy verification** using LLM-based fact checking
ENAMED,INTEGRATION.md,9,9,- **IRT (Item Response Theory) calibration** for ENAMED alignment
IRT,INTEGRATION.md,9,9,- **IRT (Item Response Theory) calibration** for ENAMED alignment
verification,INTEGRATION.md,70,70,"""runMedicalVerification"": true"
ENAMED,INTEGRATION.md,98,98,"""examName"": ""ENAMED Simulado"","
DDL,INTEGRATION.md,104,104,### DDL-Adaptive Question
DDL,INTEGRATION.md,132,132,- **Adaptive**: Generates questions based on DDL gap classifications
ENAMED,INTEGRATION.md,133,133,- **Calibrated**: Uses IRT 3PL model for ENAMED alignment
IRT,INTEGRATION.md,133,133,- **Calibrated**: Uses IRT 3PL model for ENAMED alignment
IRT,INTEGRATION.md,143,143,6. **IRT Estimation**: Difficulty and Bloom alignment
verification,INTEGRATION.md,145,145,### 3. Medical Verification
DDL,INTEGRATION.md,151,151,### 4. DDL Integration
verification,INTEGRATION.md,180,180,- Review medical verification flags for accuracy issues
DDL,INTEGRATION.md,211,211,│  ├─ DDLIntegrationService
verification,INTEGRATION.md,212,212,│  └─ MedicalVerificationService
ENAMED,PHASE1_COMPLETION_REPORT.md,4,4,**Status:** ✅ Phase 1 Complete - Foundation and ENAMED Refactoring
IRT,PHASE1_COMPLETION_REPORT.md,16,16,"- CompleteQuestion with IRT parameters, metadata, and confidence"
IRT,PHASE1_COMPLETION_REPORT.md,38,38,- estimateIRTFromMetadata(): Metadata-based IRT estimation
IRT,PHASE1_COMPLETION_REPORT.md,39,39,- validateIRTParameters(): Bounds checking
IRT,PHASE1_COMPLETION_REPORT.md,40,40,- formatIRTParameters(): Display formatting
IRT,PHASE1_COMPLETION_REPORT.md,51,51,### 2. ✅ Metadata-Based IRT Estimation System
IRT,PHASE1_COMPLETION_REPORT.md,62,62,- estimateIRTFromMetadata(): Combined heuristic estimation
IRT,PHASE1_COMPLETION_REPORT.md,63,63,- validateIRTParameters(): Bounds validation
ENAMED,PHASE1_COMPLETION_REPORT.md,82,82,### 3. ✅ ENAMED 2025 Plugin (First Implementation)
microdata,PHASE1_COMPLETION_REPORT.md,88,88,- Reads microdata parameters from existing file
IRT,PHASE1_COMPLETION_REPORT.md,90,90,- Uses empirical IRT (biserial-based discrimination)
IRT,PHASE1_COMPLETION_REPORT.md,91,91,- Phase 1 IRT-only mode (PDFs blocked by INEP portal)
IRT,PHASE1_COMPLETION_REPORT.md,96,96,"3. **parse()**: Read microdata file, extract IRT parameters"
microdata,PHASE1_COMPLETION_REPORT.md,96,96,"3. **parse()**: Read microdata file, extract IRT parameters"
ENAMED,PHASE1_COMPLETION_REPORT.md,130,130,"- **plugins**: 1 plugin (ENAMED), 356 lines"
IRT,PHASE1_COMPLETION_REPORT.md,144,144,"- ✅ IRT parameter handling (difficulty, discrimination, guessing, confidence)"
verification,PHASE1_COMPLETION_REPORT.md,158,158,## ✅ Verification
ENAMED,PHASE1_COMPLETION_REPORT.md,180,180,- ✅ ENAMED plugin implements full ETLPlugin interface
IRT,PHASE1_COMPLETION_REPORT.md,182,182,- ✅ Uses empirical IRT from microdata
microdata,PHASE1_COMPLETION_REPORT.md,182,182,- ✅ Uses empirical IRT from microdata
ENAMED,PHASE1_COMPLETION_REPORT.md,204,204,- URL: INEP portal (same as ENAMED)
IRT,PHASE1_COMPLETION_REPORT.md,239,239,- Update schema to track IRT estimation metadata
ENAMED,PHASE1_COMPLETION_REPORT.md,242,242,- Bootstrap validation: Compare estimated vs empirical IRT on ENAMED
IRT,PHASE1_COMPLETION_REPORT.md,242,242,- Bootstrap validation: Compare estimated vs empirical IRT on ENAMED
IRT,PHASE1_COMPLETION_REPORT.md,243,243,- Tune IRT_ESTIMATION_CONFIG coefficients
IRT,PHASE1_COMPLETION_REPORT.md,269,269,### Customize IRT Estimation
ENAMED,PHASE1_COMPLETION_REPORT.md,272,272,- Test against ENAMED ground truth
ENAMED,PHASE1_COMPLETION_REPORT.md,291,291,- ✅ ENAMED refactored as first plugin
IRT,PHASE1_COMPLETION_REPORT.md,292,292,- ✅ Metadata-based IRT estimation functional
ENAMED,PHASE1_COMPLETION_REPORT.md,306,306,"The ETL framework is production-ready for plugin development. ENAMED has been successfully refactored as the first plugin, proving the architecture works. The metadata-based IRT estimation system is implemented and ready for calibration."
IRT,PHASE1_COMPLETION_REPORT.md,306,306,"The ETL framework is production-ready for plugin development. ENAMED has been successfully refactored as the first plugin, proving the architecture works. The metadata-based IRT estimation system is implemented and ready for calibration."
IRT,PHASE2_COMPLETION_REPORT.md,20,20,- **IRT Method:** Metadata-based estimation
IRT,PHASE2_COMPLETION_REPORT.md,36,36,- **IRT Method:** Metadata-based estimation
ENAMED,PHASE2_COMPLETION_REPORT.md,40,40,- **Source:** INEP portal (same as ENAMED)
IRT,PHASE2_COMPLETION_REPORT.md,50,50,- **IRT Method:** Metadata-based with reduced confidence (0.3-0.5)
IRT,PHASE2_COMPLETION_REPORT.md,74,74,- Metadata-based IRT with appropriate tiers
IRT,PHASE2_COMPLETION_REPORT.md,75,75,- **IRT Method:** Metadata-based (confidence 0.5-0.7 depending on tier)
IRT,PHASE2_COMPLETION_REPORT.md,93,93,"| `irt_confidence` | NUMERIC(3,2) | Confidence in IRT estimation (0-1) |"
IRT,PHASE2_COMPLETION_REPORT.md,95,95,| `irt_last_calibrated_at` | TIMESTAMPTZ | When IRT was last estimated |
verification,PHASE2_COMPLETION_REPORT.md,107,107,1. **questions_pending_review** - Admin review queue for manual verification
IRT,PHASE2_COMPLETION_REPORT.md,116,116,- Used for tuning IRT_ESTIMATION_CONFIG coefficients
ENAMED,PHASE2_COMPLETION_REPORT.md,117,117,- Shows: estimated vs empirical parameters for ENAMED comparison
ENAMED,PHASE2_COMPLETION_REPORT.md,134,134,- `pnpm etl run enamed-2025` - Run ENAMED
ENAMED,PHASE2_COMPLETION_REPORT.md,158,158,| ENAMED 2025 | TIER_1_NATIONAL | national | 1 (2025) | 90 | 90 |
IRT,PHASE2_COMPLETION_REPORT.md,167,167,### IRT Estimation by Source
ENAMED,PHASE2_COMPLETION_REPORT.md,171,171,| ENAMED | empirical | 0.95 | ✓ High confidence (official microdata) |
microdata,PHASE2_COMPLETION_REPORT.md,171,171,| ENAMED | empirical | 0.95 | ✓ High confidence (official microdata) |
ENAMED,PHASE2_COMPLETION_REPORT.md,183,183,- ENAMED: 90 (empirical)
IRT,PHASE2_COMPLETION_REPORT.md,215,215,"↓ (apply metadata-based IRT, generate SQL)"
IRT,PHASE2_COMPLETION_REPORT.md,222,222,### Metadata-Based IRT Estimation
verification,PHASE2_COMPLETION_REPORT.md,267,267,## ✅ Verification Checklist
ENAMED,PHASE2_COMPLETION_REPORT.md,280,280,- ✅ ENAMED: 90 questions (empirical)
IRT,PHASE2_COMPLETION_REPORT.md,287,287,### IRT Implementation
ENAMED,PHASE2_COMPLETION_REPORT.md,293,293,- ✅ Empirical method for ENAMED
ENAMED,PHASE2_COMPLETION_REPORT.md,317,317,Compare metadata-based IRT estimates against ENAMED empirical data:
IRT,PHASE2_COMPLETION_REPORT.md,317,317,Compare metadata-based IRT estimates against ENAMED empirical data:
ENAMED,PHASE2_COMPLETION_REPORT.md,320,320,-- Query: Compare estimated vs empirical for ENAMED subset
IRT,PHASE2_COMPLETION_REPORT.md,337,337,Adjust IRT_ESTIMATION_CONFIG based on validation results:
IRT,PHASE2_COMPLETION_REPORT.md,344,344,# Recalculate IRT for low-confidence questions
IRT,PHASE2_COMPLETION_REPORT.md,367,367,- ✅ Database migration with IRT metadata columns
IRT,PHASE2_COMPLETION_REPORT.md,384,384,- 🔄 TODO: IRT tuning guide based on bootstrap validation results
IRT,PHASE2_COMPLETION_REPORT.md,397,397,- [ ] Validate IRT parameters on sample questions
IRT,PHASE2_COMPLETION_REPORT.md,399,399,- [ ] Tune IRT_ESTIMATION_CONFIG if needed
IRT,PHASE2_COMPLETION_REPORT.md,426,426,"**Next:** Implement bootstrap validation, tune IRT coefficients, deploy to production"
ENAMED,PLAN_DEPLOY_TESTES_FEATURES.md,261,261,"test.describe('Simulado ENAMED', () => {"
ENAMED,PLAN_DEPLOY_TESTES_FEATURES.md,515,515,"2. Escolha sua meta (passar no ENAMED, revisar conteúdo, treinar áreas fracas)"
ENAMED,PLAN_DEPLOY_TESTES_FEATURES.md,578,578,"Plataforma completa de preparação para o ENAMED com TRI, spaced repetition e IA."
ENAMED,PLAN_DEPLOY_TESTES_FEATURES.md,592,592,"<h3 className=""font-semibold mb-2"">📝 Passar no ENAMED</h3>"
guideline,PRODUCTION_READY_SUMMARY.md,13,13,✅ Added CONTRIBUTING.md with development guidelines
verification,PRODUCTION_READY_SUMMARY.md,22,22,✅ Created RELEASE_CHECKLIST.md (verification)
verification,PRODUCTION_READY_SUMMARY.md,24,24,### Code Quality Verification
verification,PRODUCTION_READY_SUMMARY.md,50,50,✅ RELEASE_CHECKLIST.md (quality verification)
ENAMED,PRODUCTION_READY_SUMMARY.md,83,83,- ENAMED exam simulator with TRI/IRT scoring
IRT,PRODUCTION_READY_SUMMARY.md,83,83,- ENAMED exam simulator with TRI/IRT scoring
SM-2,PRODUCTION_READY_SUMMARY.md,84,84,- Flashcards with SM-2 spaced repetition
Grok,PRODUCTION_READY_SUMMARY.md,90,90,"- Question generation (Grok 4.1-fast, $0.06/question)"
hallucination,PRODUCTION_READY_SUMMARY.md,99,99,- Hallucination detection
auto-approval,PRODUCTION_READY_SUMMARY.md,101,101,- Auto-approval system (70-80% rate)
safety,PRODUCTION_READY_SUMMARY.md,120,120,✅ TypeScript for type safety
guideline,PRODUCTION_READY_SUMMARY.md,131,131,- `CONTRIBUTING.md` - Development guidelines
verification,PRODUCTION_READY_SUMMARY.md,138,138,- `RELEASE_CHECKLIST.md` - Quality verification
verification,PRODUCTION_READY_SUMMARY.md,282,282,- Build verification
verification,PRODUCTION_READY_SUMMARY.md,284,284,- Security verification
safety,PRODUCTION_READY_SUMMARY.md,293,293,✅ **TypeScript**: Type safety
DDL,QGEN_IMPLEMENTATION_SUMMARY.md,1,1,# QGen-DDL Implementation Summary
DDL,QGEN_IMPLEMENTATION_SUMMARY.md,26,26,- `QGenAdaptiveRequest/Response`: DDL-adaptive generation
IRT,QGEN_IMPLEMENTATION_SUMMARY.md,27,27,"- All supporting types (IRT parameters, validation flags, etc.)"
IRT,QGEN_IMPLEMENTATION_SUMMARY.md,39,39,- IRT parameter estimation from features
DDL,QGEN_IMPLEMENTATION_SUMMARY.md,58,58,- Adaptive question generation (DDL-integrated)
Grok,QGEN_IMPLEMENTATION_SUMMARY.md,59,59,- LLM integration (Grok API)
IRT,QGEN_IMPLEMENTATION_SUMMARY.md,70,70,6. IRT estimation (difficulty alignment)
verification,QGEN_IMPLEMENTATION_SUMMARY.md,74,74,#### 5. **Medical Verification Service**
verification,QGEN_IMPLEMENTATION_SUMMARY.md,75,75,- **File**: `apps/web/lib/qgen/services/medical-verification-service.ts`
verification,QGEN_IMPLEMENTATION_SUMMARY.md,77,77,- LLM-based claim verification
DDL,QGEN_IMPLEMENTATION_SUMMARY.md,84,84,#### 6. **DDL Integration Service**
DDL,QGEN_IMPLEMENTATION_SUMMARY.md,86,86,- Connects QGen with DDL classification system:
ENAMED,QGEN_IMPLEMENTATION_SUMMARY.md,100,100,- ENAMED distribution (weighted by specialty)
IRT,QGEN_IMPLEMENTATION_SUMMARY.md,102,102,- Readability and IRT defaults
verification,QGEN_IMPLEMENTATION_SUMMARY.md,118,118,"- Returns: question, validation result, medical verification"
ENAMED,QGEN_IMPLEMENTATION_SUMMARY.md,129,129,- Automatic area distribution (ENAMED or custom)
DDL,QGEN_IMPLEMENTATION_SUMMARY.md,134,134,- Generate DDL-adaptive questions
DDL,QGEN_IMPLEMENTATION_SUMMARY.md,135,135,- Input: DDL classification + student profile
verification,QGEN_IMPLEMENTATION_SUMMARY.md,141,141,- Optional medical verification
ENAMED,QGEN_IMPLEMENTATION_SUMMARY.md,203,203,- Area distribution (ENAMED or single area)
DDL,QGEN_IMPLEMENTATION_SUMMARY.md,300,300,// Generate adaptive question based on DDL classification
ENAMED,QGEN_IMPLEMENTATION_SUMMARY.md,313,313,"examName: 'ENAMED Simulado',"
verification,QGEN_IMPLEMENTATION_SUMMARY.md,333,333,✅ Medical accuracy verification
IRT,QGEN_IMPLEMENTATION_SUMMARY.md,334,334,✅ IRT 3PL model calibration
DDL,QGEN_IMPLEMENTATION_SUMMARY.md,335,335,✅ DDL-adaptive question selection
safety,QGEN_IMPLEMENTATION_SUMMARY.md,340,340,✅ Full TypeScript type safety
Grok,QUESTION_HARVESTER_GUIDE.md,125,125,# Grok (Recommended - cheapest)
ENAMED,QUESTION_HARVESTER_GUIDE.md,147,147,- 20 ENAMED 2025 questions extracted and populated in seed file
IRT,QUESTION_HARVESTER_GUIDE.md,148,148,- Full question content with IRT parameters
ENAMED,QUESTION_HARVESTER_GUIDE.md,175,175,import { ENAMEDQuestion } from '@darwin-education/shared';
ENAMED,QUICK_START_ETL.md,1,1,# Quick Start: ENAMED 2025 ETL Pipeline
ENAMED,QUICK_START_ETL.md,9,9,✅ **90 ENAMED 2025 Questions with IRT Calibration**
IRT,QUICK_START_ETL.md,9,9,✅ **90 ENAMED 2025 Questions with IRT Calibration**
IRT,QUICK_START_ETL.md,12,12,- Full IRT parameters included
ENAMED,QUICK_START_ETL.md,32,32,# Import the ENAMED 2025 questions
IRT,QUICK_START_ETL.md,42,42,# Check IRT parameters
ENAMED,QUICK_START_ETL.md,61,61,"'enamed-2025-official', 'ENAMED 2025 Oficial', 'official_enamed', 2025, 2025"
IRT,QUICK_START_ETL.md,90,90,# Verify IRT parameter parsing works
ENAMED,QUICK_START_ETL.md,111,111,1. Wait for INEP to publish ENAMED 2025 exam materials
ENAMED,QUICK_START_ETL.md,130,130,1. Download ENAMED 2025 exam booklets and gabarito
microdata,QUICK_START_ETL.md,137,137,1. Use participant response data from microdata
microdata,QUICK_START_ETL.md,155,155,├── generate-sql.mjs         ← Generate SQL from microdata
IRT,QUICK_START_ETL.md,179,179,## IRT Parameters Explained
ENAMED,QUICK_START_ETL.md,205,205,→ This is correct! 3 items were excluded in ENAMED (low fit)
IRT,QUICK_START_ETL.md,211,211,→ **YES!** IRT parameters are ready. You can:
